Step,Train,Test
500,0.5885,0.8723684210526316
1000,0.7358125,0.8938157894736842
1500,0.792125,0.8918421052631579
2000,0.82,0.9014473684210527
2500,0.837075,0.9038157894736842
3000,0.8492916666666667,0.9040789473684211
3500,0.8579821428571428,0.9068421052631579
4000,0.864421875,0.9126315789473685
4500,0.8695,0.9155263157894736
5000,0.8739875,0.9146052631578947
5500,0.8778068181818182,0.9117105263157895
6000,0.8806770833333334,0.9196052631578947
6500,0.8837307692307692,0.9207894736842105
7000,0.886375,0.9197368421052632
7500,0.88855,0.9221052631578948
8000,0.920875,0.9203947368421053
8500,0.92325,0.9203947368421053
9000,0.923625,0.9242105263157895
9500,0.9255625,0.9260526315789473
10000,0.926925,0.9272368421052631
10500,0.9267708333333333,0.9302631578947368
11000,0.9282678571428571,0.9301315789473684
11500,0.92865625,0.9281578947368421
12000,0.9288472222222223,0.929078947368421
12500,0.928925,0.9293421052631579
13000,0.9290681818181818,0.9323684210526316
13500,0.92978125,0.9336842105263158
14000,0.9297596153846154,0.9318421052631579
14500,0.9299107142857143,0.9286842105263158
15000,0.9301333333333334,0.9301315789473684
15500,0.92925,0.9311842105263158
16000,0.934,0.9318421052631579
16500,0.9355833333333333,0.9326315789473684
17000,0.93521875,0.9351315789473684
17500,0.935975,0.9303947368421053
18000,0.9365416666666667,0.9331578947368421
18500,0.93675,0.9318421052631579
19000,0.93709375,0.9338157894736843
19500,0.9371666666666667,0.9347368421052632
20000,0.937075,0.9378947368421052
20500,0.9374659090909091,0.9367105263157894
21000,0.9375416666666667,0.9352631578947368
21500,0.9380384615384615,0.9378947368421052
22000,0.9381428571428572,0.9377631578947369
22500,0.9381916666666666,0.9323684210526316
23000,0.93375,0.9377631578947369
23500,0.9376875,0.9367105263157894
24000,0.9406666666666667,0.9376315789473684
24500,0.940875,0.9342105263157895
25000,0.942,0.9355263157894737
25500,0.9424583333333333,0.9386842105263158
26000,0.9422678571428571,0.9360526315789474
26500,0.9425625,0.9356578947368421
27000,0.9425555555555556,0.9385526315789474
27500,0.94315,0.9394736842105263
28000,0.9429431818181818,0.9384210526315789
28500,0.9430625,0.9388157894736842
29000,0.9429903846153846,0.9380263157894737
29500,0.9427946428571429,0.9344736842105263
30000,0.9429833333333333,0.9377631578947369
