Step,Train,Test
500,1.3238070809841156,0.9065958788520412
1000,0.9266191893965006,0.4096157606965617
1500,0.7406122828672329,0.3460045141452237
2000,0.6362347737886012,0.31630466425889414
2500,0.5741002988934517,0.30444599502965025
3000,0.5291695805775622,0.3106435265431279
3500,0.49458724433396545,0.29620051783950707
4000,0.46945363348536195,0.32513301197243366
4500,0.4494819769346052,0.3101063936399786
5000,0.43251992624253033,0.2800580185690993
5500,0.4180975963608785,0.2941723340318391
6000,0.4059445612775162,0.2721797268367127
6500,0.3952505909688771,0.272971868091508
7000,0.38687534541610097,0.26779014857583927
7500,0.3786475723952055,0.26351447683023776
8000,0.2740840096399188,0.27963627586239265
8500,0.2661466117780656,0.2772714903205633
9000,0.2611144531915585,0.27818311136411994
9500,0.2609202909870073,0.26100661930285
10000,0.2601373970672488,0.25733288632411705
10500,0.26112928515734773,0.26656375677569916
11000,0.2574689382586096,0.2681932704503599
11500,0.2567672719354741,0.2518100178496618
12000,0.25601643745766745,0.2463044255540559
12500,0.2542175826817751,0.2491295693952002
13000,0.2534712239178744,0.26248826325724
13500,0.25241840309898056,0.25487034328674013
14000,0.2519412396071622,0.24355197599843928
14500,0.2516727008553488,0.24410764047777966
15000,0.25158461225057643,0.2417151259885807
15500,0.25149330563470723,0.26920287817912664
16000,0.24800891662947833,0.2419885941790907
16500,0.24089968783035876,0.23252236728017267
17000,0.2384431506539695,0.23896667979265515
17500,0.23523128945343197,0.22863788512976546
18000,0.2344303221028919,0.23219556791021637
18500,0.23272995279463274,0.2303923530464894
19000,0.23158342521358283,0.23523530672059248
19500,0.2315569932775365,0.22004999345462573
20000,0.22985751156080514,0.22712375064429485
20500,0.2281322997893122,0.22647285839052578
21000,0.22670254675221319,0.22518108533989442
21500,0.22539557506473593,0.22396045783240545
22000,0.22421315755947893,0.22628677627757976
22500,0.22276860887644193,0.23493567959650566
23000,0.23897323606908322,0.22563510224419206
23500,0.22617875514365732,0.22021769428723736
24000,0.22043476160864034,0.22765374189928958
24500,0.2183239424568601,0.24103949017822743
25000,0.21843280277252197,0.22812621601906263
25500,0.21601125767081977,0.2195720282824416
26000,0.2161198155861348,0.22521909487286682
26500,0.21492270974791608,0.22129643268098956
27000,0.21303117600083352,0.21437410202857696
27500,0.2127716158369556,0.21600926779406635
28000,0.2125398539055816,0.2063857483059952
28500,0.21224940340671067,0.21986517238773798
29000,0.21071859911471033,0.20538521786073322
29500,0.209747980297277,0.22751706176682523
30000,0.20918237726427616,0.22033068308116574
