Step,Train,Test
500,0.26025,0.25
1000,0.2685,0.4346052631578947
1500,0.43966666666666665,0.8763157894736842
2000,0.55,0.8927631578947368
2500,0.6182,0.8922368421052631
3000,0.66425,0.9002631578947369
3500,0.6979107142857143,0.9013157894736842
4000,0.7238125,0.9030263157894737
4500,0.7439583333333334,0.9084210526315789
5000,0.7605625,0.9097368421052632
5500,0.7742727272727272,0.91
6000,0.7863645833333334,0.9102631578947369
6500,0.7964038461538462,0.915
7000,0.8049017857142857,0.9155263157894736
7500,0.81235,0.9188157894736843
8000,0.908125,0.9171052631578948
8500,0.9163125,0.9169736842105263
9000,0.9166666666666666,0.9192105263157895
9500,0.9175625,0.9172368421052631
10000,0.917975,0.9210526315789473
10500,0.9182916666666666,0.9181578947368421
11000,0.9186964285714285,0.9214473684210527
11500,0.919765625,0.9231578947368421
12000,0.9202083333333333,0.9263157894736842
12500,0.9210625,0.9252631578947368
13000,0.9213295454545455,0.9257894736842105
13500,0.9221041666666666,0.925921052631579
14000,0.922875,0.9310526315789474
14500,0.9232142857142858,0.9253947368421053
15000,0.9235583333333334,0.9275
15500,0.919375,0.9275
16000,0.92675,0.9277631578947368
16500,0.9275416666666667,0.9289473684210526
17000,0.9288125,0.9293421052631579
17500,0.929925,0.9289473684210526
18000,0.9305833333333333,0.9325
18500,0.9311785714285714,0.9327631578947368
19000,0.93134375,0.9302631578947368
19500,0.9312638888888889,0.9319736842105263
20000,0.93145,0.9322368421052631
20500,0.9315681818181818,0.9321052631578948
21000,0.93209375,0.9336842105263158
21500,0.9321442307692308,0.9334210526315789
22000,0.9323035714285715,0.9301315789473684
22500,0.9324666666666667,0.9319736842105263
23000,0.924375,0.9318421052631579
23500,0.93225,0.9331578947368421
24000,0.9339166666666666,0.9346052631578947
24500,0.93440625,0.9336842105263158
25000,0.935425,0.935
25500,0.9360416666666667,0.9327631578947368
26000,0.9364821428571428,0.935
26500,0.9366875,0.9339473684210526
27000,0.9364305555555555,0.9338157894736843
27500,0.9366375,0.9347368421052632
28000,0.937034090909091,0.9357894736842105
28500,0.9376354166666667,0.9334210526315789
29000,0.9379519230769231,0.9352631578947368
29500,0.9380446428571428,0.9344736842105263
30000,0.93805,0.9360526315789474
30500,0.92775,0.935
31000,0.9336875,0.9352631578947368
31500,0.93475,0.935
32000,0.93565625,0.9353947368421053
32500,0.937925,0.9360526315789474
33000,0.9387083333333334,0.9361842105263158
33500,0.9391071428571428,0.935921052631579
34000,0.939234375,0.9356578947368421
34500,0.939625,0.9353947368421053
35000,0.9395375,0.9357894736842105
35500,0.9400909090909091,0.9353947368421053
36000,0.94009375,0.935
36500,0.9397115384615384,0.9351315789473684
37000,0.9399464285714285,0.935
37500,0.9401083333333333,0.935
