Step,Train,Test
500,1.3906812243461608,1.3881069266168695
1000,1.387093379497528,1.3670979083211798
1500,1.2029840423663458,0.48499678207071206
2000,1.0042450422644615,0.366152488777512
2500,0.8723451299905777,0.33745523398644045
3000,0.7821543516988556,0.31458532081622825
3500,0.7147101735515254,0.3065702721005992
4000,0.6625364351598546,0.30723118744006284
4500,0.6217217211367355,0.28484714005730655
5000,0.5877968583822251,0.29391744121517005
5500,0.559400612747466,0.2753445353437411
6000,0.5340952967600897,0.27712655333311936
6500,0.5124388070381605,0.2650754166904249
7000,0.4945934161307024,0.27106719846984273
7500,0.4787980913437903,0.26127883032356436
8000,0.2810113313123584,0.2675114929754483
8500,0.2618437019335106,0.2703637631570822
9000,0.2568903691948702,0.24824523350518002
9500,0.25421312339091673,0.25267805946892813
10000,0.2517684940036386,0.24491904380290133
10500,0.2505581148052588,0.25188475939984384
11000,0.24968812548927963,0.24413276085728094
11500,0.2468310953110922,0.23747863150936993
12000,0.24547167893706096,0.22989512177478327
12500,0.24300403096098452,0.24484396211999027
13000,0.24186653571592814,0.2337076080727734
13500,0.23979585152491928,0.23155695331724066
14000,0.23790910476618088,0.22408787168366345
14500,0.23724001632484473,0.23027785916665666
15000,0.23608834189884365,0.21902791952028086
15500,0.23991081962361932,0.22875032621582872
16000,0.2235551308216527,0.22837506049753803
16500,0.22185739868941406,0.21891009628772737
17000,0.2193539993884042,0.22170696972428183
17500,0.21801191135011613,0.22127081481837912
18000,0.21537482192522536,0.2110836323723197
18500,0.21319510744299208,0.21787291460131344
19000,0.21250518561690115,0.2068877363499058
19500,0.21196730129627717,0.2137519260593935
20000,0.21187149344813078,0.2128070912274875
20500,0.2113899877553975,0.21222932688891888
21000,0.20941649819056815,0.20790949891664479
21500,0.20959385863734553,0.20734165704367977
22000,0.20939443188307008,0.2214211008344826
22500,0.2089603774789721,0.21031773999725517
23000,0.22929078545048834,0.2214597316654889
23500,0.21497169684432446,0.2132215727002997
24000,0.21050821016480525,0.20915096863516067
24500,0.20829920661170034,0.21048683815096553
25000,0.20436279744841157,0.2111485928277436
25500,0.20243817788859209,0.2110103460362083
26000,0.20026754466098334,0.20694697226348677
26500,0.19941229849681258,0.20602214964792917
27000,0.19992058181804087,0.20853610799696884
27500,0.19793963918834925,0.20741953911161737
28000,0.1974305117235265,0.20728886460689339
28500,0.19615534814012547,0.20882839195136177
29000,0.19565885218046605,0.2052828485401053
29500,0.19532789788887436,0.2055870811111833
30000,0.19547890865840017,0.20315042838454248
30500,0.21718956539593637,0.20865808481938744
31000,0.20486233046650887,0.20616005024627634
31500,0.2022404877214382,0.20403147566279298
32000,0.2000074099218473,0.20359499434107228
32500,0.19397959381937982,0.20390498962841536
33000,0.19201261093560607,0.2035613639731156
33500,0.1912030237253223,0.2049315333366394
34000,0.1910224583656527,0.20437949739004435
34500,0.18944604173530308,0.20454273151135757
35000,0.18985831155441701,0.20460968606762195
35500,0.18896713284470817,0.20410084508163365
36000,0.1893702581700248,0.20413368898983064
36500,0.19020088807034952,0.20404202366737942
37000,0.18986350117178102,0.20410912823716276
37500,0.1896530325204755,0.20410841335787586
