Step,Train,Test
500,1.3941509594917298,1.3896870884142425
1000,1.3359766386151313,0.8264694375740854
1500,1.0655542476872604,0.3943271821109872
2000,0.8858844655305147,0.3362440700358466
2500,0.7744761295184494,0.3255371844454816
3000,0.6957049513744811,0.29788697410570947
3500,0.6370286148552383,0.28769022705915726
4000,0.5919611850795337,0.2963575387157892
4500,0.5578961280981699,0.2761585046154888
5000,0.5289372040886432,0.25702531409106755
5500,0.5043306625641205,0.2643644213401958
6000,0.48463561738375577,0.26078170115226196
6500,0.46614233177757036,0.2575758191433392
7000,0.4510109750863963,0.25833169144823365
7500,0.43733939180100956,0.23725551716199048
8000,0.25451242781803013,0.24368554661148473
8500,0.2422237393828109,0.2506578491373282
9000,0.23566246049851178,0.24083558578828448
9500,0.23399003459373488,0.23674212118512705
10000,0.23127906376831234,0.23285329138762073
10500,0.22954054677610597,0.22607313523363126
11000,0.22833774352579245,0.2303721683668463
11500,0.22861052257125267,0.22836910653859377
12000,0.22745207818287114,0.22008792073122765
12500,0.2258862044049427,0.22043832411891537
13000,0.22466105000844055,0.22133939537170685
13500,0.22339510008785873,0.2180536013273032
14000,0.22157523287116335,0.21587536035595756
14500,0.22089500661447112,0.21357777069469816
15000,0.22029355913288892,0.20644822263992146
15500,0.21754595552571118,0.22590010205577862
16000,0.21531766013614834,0.21635686014239724
16500,0.210867687612772,0.20749700004332944
17000,0.2055215764855966,0.21141988239594195
17500,0.2016010814320296,0.2123199863378939
18000,0.19914720235671848,0.21587763444177413
18500,0.19789273385969655,0.20802769506644261
19000,0.19949166132463142,0.2050628104825553
19500,0.1974156192176872,0.2068140434228668
20000,0.1973736537737772,0.20246141031090367
20500,0.1975271020875397,0.2020816116662402
21000,0.19685245973151178,0.21154519340219466
21500,0.1966006779944381,0.1970003551499624
22000,0.1959517680979999,0.1977027615904808
22500,0.1952674002808829,0.20600548088746637
23000,0.20550512858852743,0.20240650052106693
23500,0.18793654490914197,0.2031959679379667
24000,0.1863250245563686,0.21829808141447996
24500,0.18639851456647738,0.20422304770468097
25000,0.18762811600081622,0.20725780582251518
25500,0.1867877065502107,0.20044099328255183
26000,0.18643044092240077,0.1965757343251454
26500,0.18373551344871522,0.19740069724227252
27000,0.18351671476641462,0.20636573658863966
27500,0.18278456304874272,0.2009954340520658
28000,0.18199672168527137,0.20158752594633322
28500,0.18168435004151737,0.19956870863312168
29000,0.18251080150028262,0.1953878114333278
29500,0.18114637272632014,0.20193379792433822
30000,0.18059028110255798,0.20149954887597185
30500,0.19480180192366242,0.20086630574476563
31000,0.18775077088177203,0.20289489103971342
31500,0.1787818575638036,0.20235421466984246
32000,0.17727239586273208,0.20076916509847106
32500,0.1747561425421387,0.2000897287508767
33000,0.1754344718431433,0.19932538446921266
33500,0.17666595437351082,0.19802506516442486
34000,0.17546444312669338,0.19844826206564903
34500,0.17445259241718386,0.1982134569818644
35000,0.17466003215126694,0.19798720048446405
35500,0.1738541458464143,0.198495511376348
36000,0.17440220501475656,0.19831373592250442
36500,0.17355350300712655,0.1982697178580259
37000,0.17328301027896148,0.1982574864692594
37500,0.17349960281352203,0.19825874904758836
